Customer ID,Recency,Tenancy,FirstPurchaseDate,LastPurchaseDate,Frequency,Monetary,AvgOrderValue,R_Score,F_Score,M_Score,RFM_Group,Total_Score,Segment,Churn,AvgDaysBetweenOrders
12396.0,310,310,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.43,931.43,1,1,3,113,5,Lost,1,0.0
12399.0,21,280,2010-03-05 08:45:00,2010-11-19 08:53:00,3,853.65,284.55,4,3,3,433,10,Loyal Customer,0,5.16
12400.0,50,50,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,205.25,3,1,1,311,5,Avetage/Standard,0,0.0
12402.0,28,306,2010-02-07 12:41:00,2010-11-12 09:50:00,5,1031.3,206.26,4,4,4,444,12,Champions,0,4.758620689655173
12403.0,157,157,2010-07-06 11:39:00,2010-07-06 11:39:00,1,591.6600000000001,591.6600000000001,2,1,3,213,6,Lost,1,0.0
12404.0,318,318,2010-01-26 16:25:00,2010-01-26 16:25:00,1,63.24,63.24,1,1,1,111,3,Lost,1,0.0
12406.0,35,333,2010-01-11 14:04:00,2010-11-05 11:42:00,3,2975.06,991.6866666666666,4,3,5,435,12,Loyal Customer,0,4.95
12408.0,21,134,2010-07-29 13:27:00,2010-11-19 13:21:00,3,1452.22,484.0733333333333,4,3,4,434,11,Loyal Customer,0,2.1132075471698113
12409.0,56,201,2010-05-23 15:21:00,2010-10-15 10:24:00,4,12346.619999999999,3086.6549999999997,3,4,5,345,12,Loyal Customer,0,0.9285714285714286
12410.0,138,138,2010-07-25 13:26:00,2010-07-25 13:26:00,1,320.38,320.38,2,1,2,212,5,Lost,1,0.0
12411.0,45,45,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,346.9,3,1,2,312,6,Avetage/Standard,0,0.0
12412.0,38,175,2010-06-18 13:22:00,2010-11-02 17:02:00,3,1370.05,456.68333333333334,3,3,4,334,10,Loyal Customer,0,2.1076923076923078
12413.0,38,38,2010-11-02 13:26:00,2010-11-02 13:26:00,1,241.35,241.35,3,1,1,311,5,Avetage/Standard,0,0.0
12414.0,99,99,2010-09-02 12:22:00,2010-09-02 13:47:00,3,390.0,130.0,2,3,2,232,7,Avetage/Standard,1,0.0
12415.0,11,163,2010-06-30 08:30:00,2010-11-29 15:07:00,7,19543.84,2791.977142857143,5,5,5,555,15,Champions,0,0.7109004739336493
12416.0,292,292,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,202.56,1,1,1,111,3,Lost,1,0.0
12417.0,46,369,2009-12-06 10:30:00,2010-10-25 14:27:00,11,3167.81,287.9827272727273,3,5,5,355,13,Loyal Customer,0,1.8022598870056497
12418.0,49,266,2010-03-19 14:47:00,2010-10-22 10:29:00,3,1352.62,450.8733333333333,3,3,4,334,10,Loyal Customer,0,3.208955223880597
12419.0,21,49,2010-10-22 10:40:00,2010-11-19 10:04:00,2,503.01,251.505,4,2,2,422,8,Recent Customer,0,1.125
12421.0,51,141,2010-07-22 13:57:00,2010-10-20 14:28:00,2,291.56,145.78,3,2,2,322,7,Avetage/Standard,0,4.7368421052631575
12422.0,30,357,2009-12-18 12:44:00,2010-11-10 13:19:00,14,4428.24,316.30285714285714,4,5,5,455,14,Champions,0,2.4166666666666665
12423.0,23,101,2010-08-31 09:31:00,2010-11-17 11:33:00,2,763.08,381.54,4,2,3,423,9,Recent Customer,0,2.0
12424.0,58,184,2010-06-09 15:15:00,2010-10-13 10:29:00,2,1579.07,789.535,3,2,4,324,9,Avetage/Standard,0,2.0491803278688523
12425.0,84,84,2010-09-17 14:10:00,2010-09-17 14:10:00,1,964.21,964.21,2,1,3,213,6,Lost,0,0.0
12426.0,298,298,2010-02-15 08:41:00,2010-02-15 08:41:00,1,762.48,762.48,1,1,3,113,5,Lost,1,0.0
12427.0,7,7,2010-12-03 10:44:00,2010-12-03 10:44:00,1,303.5,303.5,5,1,2,512,8,Recent Customer,0,0.0
12429.0,1,182,2010-06-11 13:28:00,2010-12-09 12:05:00,5,3735.51,747.1020000000001,5,4,5,545,14,Champions,0,2.4
12431.0,9,329,2010-01-15 09:04:00,2010-12-01 10:03:00,13,4370.52,336.1938461538462,5,5,5,555,15,Champions,0,1.8698224852071006
12433.0,2,112,2010-08-20 09:23:00,2010-12-08 16:49:00,5,7205.39,1441.078,5,4,5,545,14,Champions,0,0.3824561403508772
12434.0,17,17,2010-11-23 13:38:00,2010-11-23 13:38:00,1,297.29,297.29,4,1,2,412,7,Recent Customer,0,0.0
12435.0,32,373,2009-12-02 13:58:00,2010-11-08 10:07:00,4,6096.04,1524.01,4,4,5,445,13,Champions,0,4.533333333333333
12437.0,31,373,2009-12-02 16:24:00,2010-11-09 14:46:00,21,7731.99,368.19,4,5,5,455,14,Champions,0,0.9146005509641874
12439.0,318,361,2009-12-14 08:40:00,2010-01-26 12:11:00,2,1158.18,579.09,1,2,4,124,7,Lost,1,0.6056338028169014
12440.0,98,353,2009-12-22 12:03:00,2010-09-03 13:11:00,2,859.2,429.6,2,2,3,223,7,Lost,1,8.225806451612904
12441.0,2,2,2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,173.55,5,1,1,511,7,Recent Customer,0,0.0
12443.0,368,368,2009-12-07 15:42:00,2009-12-07 15:42:00,1,485.31,485.31,1,1,2,112,4,Lost,1,0.0
12445.0,56,56,2010-10-15 12:28:00,2010-10-15 12:28:00,1,301.58000000000004,301.58000000000004,3,1,2,312,6,Avetage/Standard,0,0.0
12449.0,46,74,2010-09-27 09:37:00,2010-10-25 12:21:00,2,768.6,384.3,3,2,3,323,8,Avetage/Standard,0,3.111111111111111
12450.0,35,110,2010-08-22 13:11:00,2010-11-05 16:27:00,3,490.32,163.44,4,3,2,432,9,Loyal Customer,0,2.642857142857143
12451.0,99,165,2010-06-28 12:58:00,2010-09-02 15:38:00,3,3634.36,1211.4533333333334,2,3,5,235,10,Avetage/Standard,1,0.4230769230769231
12454.0,31,57,2010-10-14 17:33:00,2010-11-09 10:09:00,4,13151.44,3287.86,4,4,5,445,13,Champions,0,0.9583333333333334
12455.0,81,357,2009-12-18 12:33:00,2010-09-20 14:39:00,4,3413.09,853.2725,2,4,5,245,11,At Risk,0,2.014705882352941
12457.0,71,71,2010-09-30 17:59:00,2010-09-30 17:59:00,1,632.68,632.68,3,1,3,313,7,Avetage/Standard,0,0.0
12458.0,63,123,2010-08-09 10:33:00,2010-10-08 11:36:00,2,830.09,415.045,3,2,3,323,8,Avetage/Standard,0,1.3333333333333333
12459.0,241,241,2010-04-13 14:53:00,2010-04-13 14:53:00,1,454.36,454.36,1,1,2,112,4,Lost,1,0.0
12460.0,92,92,2010-09-09 13:51:00,2010-09-09 13:51:00,1,326.65,326.65,2,1,2,212,5,Lost,1,0.0
12466.0,318,318,2010-01-26 16:26:00,2010-01-26 16:26:00,1,56.73,56.73,1,1,1,111,3,Lost,1,0.0
12467.0,59,59,2010-10-12 15:41:00,2010-10-12 15:41:00,1,132.8,132.8,3,1,1,311,5,Avetage/Standard,0,0.0
12468.0,162,318,2010-01-26 10:09:00,2010-07-01 10:28:00,3,2941.2,980.4,2,3,5,235,10,Avetage/Standard,1,1.3963963963963963
12469.0,158,172,2010-06-21 10:30:00,2010-07-05 12:40:00,2,3070.54,1535.27,2,2,5,225,9,Lost,1,0.18666666666666668
12470.0,325,325,2010-01-19 11:01:00,2010-01-19 11:01:00,1,211.95,211.95,1,1,1,111,3,Lost,1,0.0
12471.0,10,368,2009-12-07 10:41:00,2010-11-30 14:35:00,49,20139.739999999998,411.01510204081626,5,5,5,555,15,Champions,0,0.5133136094674556
12472.0,5,361,2009-12-14 10:49:00,2010-12-05 14:19:00,13,11308.48,869.8830769230769,5,5,5,555,15,Champions,0,0.6059544658493871
12474.0,14,302,2010-02-11 09:41:00,2010-11-26 12:19:00,13,5048.66,388.35846153846154,5,5,5,555,15,Champions,0,0.9929824561403509
12475.0,45,45,2010-10-26 08:49:00,2010-10-26 08:49:00,1,426.26,426.26,3,1,2,312,6,Avetage/Standard,0,0.0
12476.0,32,137,2010-07-26 09:04:00,2010-11-08 09:35:00,12,7298.99,608.2491666666666,4,5,5,455,14,Champions,0,0.3617021276595745
12477.0,35,259,2010-03-26 14:01:00,2010-11-05 09:35:00,3,7056.63,2352.21,4,3,5,435,12,Loyal Customer,0,0.8479087452471483
12480.0,35,143,2010-07-20 13:21:00,2010-11-05 15:08:00,3,2183.2200000000003,727.7400000000001,4,3,5,435,12,Loyal Customer,0,1.2298850574712643
12481.0,1,243,2010-04-11 13:10:00,2010-12-09 10:13:00,6,6765.07,1127.5116666666665,5,4,5,545,14,Champions,0,1.3815028901734103
12482.0,212,289,2010-02-24 10:24:00,2010-05-12 16:51:00,29,23691.4,816.944827586207,1,5,5,155,11,At Risk,1,0.3645320197044335
12483.0,14,313,2010-01-31 13:28:00,2010-11-26 12:35:00,11,2635.6,239.6,5,5,5,555,15,Champions,0,4.682539682539683
12484.0,119,317,2010-01-27 16:41:00,2010-08-13 13:45:00,6,1828.43,304.73833333333334,2,4,4,244,10,At Risk,1,1.53125
12485.0,165,165,2010-06-28 15:22:00,2010-06-28 15:22:00,1,708.1,708.1,2,1,3,213,6,Lost,1,0.0
12486.0,67,67,2010-10-04 12:14:00,2010-10-04 12:14:00,1,1037.28,1037.28,3,1,4,314,8,Avetage/Standard,0,0.0
12487.0,366,366,2009-12-09 11:36:00,2009-12-09 11:36:00,1,285.29999999999995,285.29999999999995,1,1,2,112,4,Lost,1,0.0
12490.0,14,374,2009-12-01 12:52:00,2010-11-26 14:16:00,11,4405.71,400.5190909090909,5,5,5,555,15,Champions,0,1.6481481481481481
12492.0,39,39,2010-11-01 14:58:00,2010-11-01 14:58:00,1,452.0,452.0,3,1,2,312,6,Avetage/Standard,0,0.0
12494.0,1,212,2010-05-12 13:52:00,2010-12-09 11:31:00,3,626.77,208.92333333333332,5,3,3,533,11,Loyal Customer,0,6.333333333333333
12495.0,276,276,2010-03-09 10:53:00,2010-03-09 10:53:00,1,357.4,357.4,1,1,2,112,4,Lost,1,0.0
12496.0,256,256,2010-03-29 13:57:00,2010-03-29 14:06:00,2,54.09,27.045,1,2,1,121,4,Lost,1,0.0
12497.0,36,280,2010-03-05 09:39:00,2010-11-04 12:31:00,2,5205.400000000001,2602.7000000000003,4,2,5,425,11,Recent Customer,0,5.809523809523809
12499.0,196,196,2010-05-28 15:12:00,2010-05-28 15:12:00,1,393.72,393.72,1,1,2,112,4,Lost,1,0.0
12500.0,71,309,2010-02-04 15:05:00,2010-09-30 18:45:00,8,1697.39,212.17375,3,5,4,354,12,Loyal Customer,0,2.7976190476190474
12503.0,220,220,2010-05-04 13:59:00,2010-05-04 13:59:00,1,1126.0,1126.0,1,1,4,114,6,Lost,1,0.0
12504.0,53,232,2010-04-22 10:24:00,2010-10-18 15:09:00,2,297.0,148.5,3,2,2,322,7,Avetage/Standard,0,17.9
12505.0,44,44,2010-10-27 09:18:00,2010-10-27 09:18:00,1,955.2,955.2,3,1,3,313,7,Avetage/Standard,0,0.0
12507.0,220,220,2010-05-04 09:23:00,2010-05-04 09:23:00,1,539.25,539.25,1,1,3,113,5,Lost,1,0.0
12510.0,95,371,2009-12-04 13:47:00,2010-09-06 14:27:00,7,4195.45,599.35,2,5,5,255,12,At Risk,1,2.4594594594594597
12511.0,64,64,2010-10-07 10:39:00,2010-10-07 10:39:00,1,3084.02,3084.02,3,1,5,315,9,Avetage/Standard,0,0.0
12514.0,277,277,2010-03-08 12:18:00,2010-03-08 12:18:00,1,580.08,580.08,1,1,3,113,5,Lost,1,0.0
12516.0,66,235,2010-04-19 14:14:00,2010-10-05 09:43:00,2,1336.56,668.28,3,2,4,324,9,Avetage/Standard,0,3.574468085106383
12519.0,112,112,2010-08-20 08:21:00,2010-08-20 08:21:00,1,385.7,385.7,2,1,2,212,5,Lost,1,0.0
12523.0,10,368,2009-12-07 13:46:00,2010-11-30 12:31:00,12,2582.38,215.19833333333335,5,5,5,555,15,Champions,0,2.4545454545454546
12524.0,24,305,2010-02-08 14:41:00,2010-11-16 09:08:00,9,6640.39,737.8211111111111,4,5,5,455,14,Champions,0,2.9263157894736844
12525.0,134,283,2010-03-02 14:01:00,2010-07-29 16:08:00,3,973.73,324.57666666666665,2,3,3,233,8,Avetage/Standard,1,2.5084745762711864
12527.0,130,165,2010-06-28 15:37:00,2010-08-02 12:23:00,2,386.8,193.4,2,2,2,222,6,Lost,1,2.6153846153846154
12529.0,164,164,2010-06-29 13:10:00,2010-06-29 13:10:00,1,316.48,316.48,2,1,2,212,5,Lost,1,0.0
12530.0,51,278,2010-03-07 14:37:00,2010-10-20 15:15:00,5,2096.98,419.396,3,4,4,344,11,Loyal Customer,0,2.4725274725274726
12531.0,322,322,2010-01-22 14:17:00,2010-01-22 14:17:00,1,1807.98,1807.98,1,1,4,114,6,Lost,1,0.0
12533.0,263,374,2009-12-01 11:50:00,2010-03-22 10:56:00,2,1367.89,683.945,1,2,4,124,7,Lost,1,1.5492957746478873
12537.0,44,44,2010-10-27 08:36:00,2010-10-27 08:36:00,1,732.94,732.94,3,1,3,313,7,Avetage/Standard,0,0.0
12538.0,14,14,2010-11-26 13:02:00,2010-11-26 13:02:00,1,276.5,276.5,5,1,2,512,8,Recent Customer,0,0.0
12539.0,86,352,2009-12-23 13:00:00,2010-09-15 09:50:00,3,5646.400000000001,1882.1333333333334,2,3,5,235,10,Avetage/Standard,0,1.1521739130434783
12540.0,14,368,2009-12-07 16:56:00,2010-11-26 10:43:00,16,8854.25,553.390625,5,5,5,555,15,Champions,0,1.1849315068493151
12542.0,120,276,2010-03-09 16:26:00,2010-08-12 19:12:00,2,481.88,240.94,2,2,2,222,6,Lost,1,4.105263157894737
12543.0,84,84,2010-09-17 15:51:00,2010-09-17 15:51:00,1,980.25,980.25,2,1,3,213,6,Lost,0,0.0
12547.0,136,136,2010-07-27 13:55:00,2010-07-27 13:55:00,1,175.78,175.78,2,1,1,211,4,Lost,1,0.0
12549.0,211,333,2010-01-11 12:29:00,2010-05-13 12:05:00,6,1575.68,262.61333333333334,1,4,4,144,9,At Risk,1,2.5
12553.0,21,59,2010-10-12 13:35:00,2010-11-19 12:18:00,2,916.47,458.235,4,2,3,423,9,Recent Customer,0,0.8043478260869565
12554.0,84,84,2010-09-17 12:29:00,2010-09-17 12:29:00,1,468.5,468.5,2,1,2,212,5,Lost,0,0.0
12555.0,318,318,2010-01-26 16:26:00,2010-01-26 16:26:00,1,129.23,129.23,1,1,1,111,3,Lost,1,0.0
12557.0,7,358,2009-12-17 10:39:00,2010-12-03 12:20:00,4,6725.18,1681.295,5,4,5,545,14,Champions,0,14.583333333333334
12562.0,21,71,2010-09-30 13:13:00,2010-11-19 09:35:00,2,1185.18,592.59,4,2,4,424,10,Recent Customer,0,1.2894736842105263
12563.0,44,44,2010-10-27 09:52:00,2010-10-27 09:52:00,1,249.24,249.24,3,1,1,311,5,Avetage/Standard,0,0.0
12567.0,3,302,2010-02-11 10:30:00,2010-12-07 10:36:00,7,4308.58,615.5114285714286,5,5,5,555,15,Champions,0,1.5364583333333333
12568.0,280,280,2010-03-05 09:15:00,2010-03-05 09:15:00,1,70.0,70.0,1,1,1,111,3,Lost,1,0.0
12570.0,318,318,2010-01-26 17:28:00,2010-01-26 17:28:00,1,77.52,77.52,1,1,1,111,3,Lost,1,0.0
12573.0,17,101,2010-08-31 17:25:00,2010-11-23 13:01:00,4,556.87,139.2175,4,4,3,443,11,Champions,0,0.9
12575.0,93,162,2010-07-01 09:15:00,2010-09-08 13:09:00,2,622.8199999999999,311.40999999999997,2,2,3,223,7,Lost,1,1.864864864864865
12576.0,28,162,2010-07-01 13:46:00,2010-11-12 12:44:00,3,826.89,275.63,4,3,3,433,10,Loyal Customer,0,2.490566037735849
12577.0,17,372,2009-12-03 19:31:00,2010-11-23 14:06:00,5,995.9499999999999,199.19,4,4,4,444,12,Champions,0,2.2987012987012987
12578.0,21,79,2010-09-22 11:19:00,2010-11-19 17:21:00,2,1847.94,923.97,4,2,4,424,10,Recent Customer,0,1.0175438596491229
12580.0,212,212,2010-05-12 11:45:00,2010-05-12 11:45:00,1,637.2,637.2,1,1,3,113,5,Lost,1,0.0
12582.0,58,213,2010-05-11 09:55:00,2010-10-13 10:52:00,2,1469.04,734.52,3,2,4,324,9,Avetage/Standard,0,1.9375
12583.0,9,369,2009-12-06 11:57:00,2010-12-01 08:45:00,13,7166.0599999999995,551.2353846153845,5,5,5,555,15,Champions,0,1.6238532110091743
12586.0,10,359,2009-12-16 13:15:00,2010-11-30 10:47:00,3,1865.73,621.91,5,3,4,534,12,Loyal Customer,0,4.2439024390243905
12588.0,35,233,2010-04-21 12:22:00,2010-11-05 12:53:00,3,743.88,247.96,4,3,3,433,10,Loyal Customer,0,5.6571428571428575
12589.0,57,325,2010-01-19 12:26:00,2010-10-14 11:54:00,6,4048.98,674.83,3,4,5,345,12,Loyal Customer,0,1.8541666666666667
12591.0,26,44,2010-10-27 10:42:00,2010-11-14 14:32:00,2,899.3,449.65,4,2,3,423,9,Recent Customer,0,0.42857142857142855
12592.0,155,155,2010-07-08 14:06:00,2010-07-08 14:26:00,3,2145.06,715.02,2,3,4,234,9,Avetage/Standard,1,0.0
12594.0,14,282,2010-03-03 13:51:00,2010-11-26 12:17:00,5,1751.89,350.37800000000004,5,4,4,544,13,Champions,0,3.325
12595.0,140,140,2010-07-23 09:10:00,2010-07-23 09:10:00,1,299.02,299.02,2,1,2,212,5,Lost,1,0.0
12598.0,99,284,2010-03-01 09:58:00,2010-09-02 14:22:00,3,1511.01,503.67,2,3,4,234,9,Avetage/Standard,1,2.5205479452054793
12599.0,17,213,2010-05-11 10:42:00,2010-11-23 15:49:00,6,1264.14,210.69000000000003,4,4,4,444,12,Champions,0,2.757142857142857
12600.0,7,368,2009-12-07 13:37:00,2010-12-03 12:57:00,12,2444.88,203.74,5,5,5,555,15,Champions,0,5.298507462686567
12601.0,40,40,2010-10-31 10:57:00,2010-10-31 10:57:00,1,104.19999999999999,104.19999999999999,3,1,1,311,5,Avetage/Standard,0,0.0
12605.0,12,94,2010-09-07 14:21:00,2010-11-28 14:18:00,4,1232.95,308.2375,5,4,4,544,13,Champions,0,1.08
12606.0,318,318,2010-01-26 16:23:00,2010-01-26 16:23:00,1,21.0,21.0,1,1,1,111,3,Lost,1,0.0
12608.0,40,40,2010-10-31 10:49:00,2010-10-31 10:49:00,1,415.79,415.79,3,1,2,312,6,Avetage/Standard,0,0.0
12609.0,10,355,2009-12-20 13:30:00,2010-11-30 14:48:00,6,2309.01,384.83500000000004,5,4,5,545,14,Champions,0,3.008771929824561
12613.0,24,361,2009-12-14 13:10:00,2010-11-16 17:17:00,5,3490.69,698.138,4,4,5,445,13,Champions,0,1.9421965317919074
12615.0,49,267,2010-03-18 14:09:00,2010-10-22 09:45:00,4,3449.79,862.4475,3,4,5,345,12,Loyal Customer,0,1.3231707317073171
12616.0,24,24,2010-11-16 11:38:00,2010-11-16 11:38:00,1,417.8,417.8,4,1,2,412,7,Recent Customer,0,0.0
12619.0,196,196,2010-05-28 12:52:00,2010-05-28 12:52:00,1,140.14,140.14,1,1,1,111,3,Lost,1,0.0
12621.0,1,304,2010-02-09 12:01:00,2010-12-09 10:16:00,16,11086.14,692.88375,5,5,5,555,15,Champions,0,0.9768211920529801
12623.0,52,332,2010-01-12 11:45:00,2010-10-19 09:35:00,6,3442.7400000000002,573.7900000000001,3,4,5,345,12,Loyal Customer,0,1.8051948051948052
12625.0,145,232,2010-04-22 11:33:00,2010-07-18 15:56:00,2,2481.06,1240.53,2,2,5,225,9,Lost,1,0.90625
12629.0,21,59,2010-10-12 16:40:00,2010-11-19 09:18:00,2,1558.22,779.11,4,2,4,424,10,Recent Customer,0,0.8409090909090909
12631.0,92,329,2010-01-15 14:50:00,2010-09-09 14:50:00,5,2841.07,568.214,2,4,5,245,11,At Risk,1,1.5629139072847682
12632.0,156,200,2010-05-24 09:07:00,2010-07-07 09:39:00,2,804.88,402.44,2,2,3,223,7,Lost,1,1.2941176470588236
12633.0,18,161,2010-07-02 11:44:00,2010-11-22 13:09:00,3,3514.18,1171.3933333333332,4,3,5,435,12,Loyal Customer,0,0.696078431372549
12634.0,171,184,2010-06-09 15:41:00,2010-06-22 10:05:00,2,490.0,245.0,2,2,2,222,6,Lost,1,0.631578947368421
12635.0,28,92,2010-09-09 10:50:00,2010-11-12 15:46:00,2,1241.23,620.615,4,2,4,424,10,Recent Customer,0,0.8311688311688312
12636.0,374,374,2009-12-01 09:55:00,2009-12-01 09:55:00,1,141.0,141.0,1,1,1,111,3,Lost,1,0.0
12637.0,14,179,2010-06-14 13:36:00,2010-11-26 13:50:00,4,2318.41,579.6025,5,4,5,545,14,Champions,0,0.6680327868852459
12638.0,275,275,2010-03-10 10:30:00,2010-03-10 10:30:00,1,249.8,249.8,1,1,1,111,3,Lost,1,0.0
12639.0,70,263,2010-03-22 09:05:00,2010-10-01 12:17:00,2,826.27,413.135,3,2,3,323,8,Avetage/Standard,0,4.7073170731707314
12643.0,21,247,2010-04-07 14:16:00,2010-11-19 12:42:00,6,5005.78,834.2966666666666,4,4,5,445,13,Champions,0,8.25925925925926
12644.0,66,330,2010-01-14 13:02:00,2010-10-05 10:23:00,3,1440.58,480.1933333333333,3,3,4,334,10,Loyal Customer,0,3.329113924050633
12645.0,45,304,2010-02-09 10:49:00,2010-10-26 18:44:00,4,1764.12,441.03,3,4,4,344,11,Loyal Customer,0,2.988372093023256
12647.0,3,331,2010-01-13 15:06:00,2010-12-07 12:28:00,27,14201.53,525.9825925925926,5,5,5,555,15,Champions,0,0.735981308411215
12648.0,73,337,2010-01-07 18:38:00,2010-09-28 10:35:00,3,793.95,264.65000000000003,2,3,3,233,8,Avetage/Standard,0,6.116279069767442
12649.0,18,332,2010-01-12 17:24:00,2010-11-22 12:57:00,5,1671.1399999999999,334.22799999999995,4,4,4,444,12,Champions,0,3.616279069767442
12651.0,14,101,2010-08-31 15:21:00,2010-11-26 11:58:00,3,263.75,87.91666666666667,5,3,2,532,10,Loyal Customer,0,4.3
12652.0,70,70,2010-10-01 15:16:00,2010-10-01 15:16:00,1,97.05000000000001,97.05000000000001,3,1,1,311,5,Avetage/Standard,0,0.0
